order_id,customer_id,restaurant_id,city,zone,cuisine_type,order_datetime,delivery_partner_id,delivery_time_minutes,promised_delivery_time_minutes,delivery_delay_flag,order_value,delivery_fee,discount_amount,packaging_charge,platform_commission,refund_amount,rating,payment_method,customer_tenure_group,repeat_customer_flag,acquisition_channel,order_status,distance_km,weather_condition,weekend_flag,festival_flag,gross_profit,profit_margin_pct,delay_minutes,discount_band,order_month
ORD-000775,CUST-00372,REST-0079,Mumbai,Powai,Cafe,2025-10-04 09:22:00,DP-0047,68,55,1,271.14,43.65,40.67,20.07,55.37,0.0,3.8,Card,1-3 months,0,Social Media,Delivered,2.9,Rain,1,0,78.42,28.92,13,Medium,2025-10
ORD-000273,CUST-00705,REST-0026,Mumbai,Andheri,South Indian,2025-08-30 08:37:00,DP-0074,69,50,1,421.52,42.07,42.15,25.54,72.95,0.0,4.5,Card,4-12 months,0,Paid Search,Delivered,3.8,Clear,1,0,98.41,23.35,19,Low,2025-08
ORD-001660,CUST-00784,REST-0144,Delhi Ncr,Gurugram,Healthy,2025-08-31 08:10:00,DP-0138,71,45,1,491.71,39.59,73.76,21.14,79.87,0.0,4.4,Card,4-12 months,1,App Campaign,Delivered,3.3,Rain,1,0,66.84,13.59,26,Medium,2025-08
ORD-002989,CUST-00028,REST-0056,Hyderabad,Secunderabad,Pizza,2025-07-11 08:34:00,DP-0041,41,50,0,729.63,38.26,145.93,10.01,144.07,0.0,4.8,Upi,1-3 months,1,Social Media,Delivered,3.2,Clear,0,0,46.41,6.36,0,High,2025-07
ORD-000373,CUST-00524,REST-0113,Chennai,Omr,Desserts,2025-09-22 13:09:00,DP-0251,70,50,1,328.01,72.59,65.6,33.79,77.29,0.0,3.4,Cash,12+ months,1,Social Media,Delivered,7.2,Rain,0,0,118.07,36.0,20,Medium,2025-09
ORD-002338,CUST-00681,REST-0089,Chennai,Omr,Desserts,2025-09-12 10:31:00,DP-0159,78,45,1,702.56,65.05,70.26,31.26,144.41,0.0,3.5,Cash,4-12 months,0,Organic,Delivered,6.6,Heavy Rain,0,0,170.46,24.26,33,Medium,2025-09
ORD-003164,CUST-00719,REST-0085,Mumbai,Powai,Desserts,2025-11-27 15:14:00,DP-0252,50,30,1,589.56,56.42,29.48,13.82,117.54,0.0,3.9,Upi,12+ months,1,Social Media,Delivered,5.8,Clear,0,0,158.3,26.85,20,Low,2025-11
ORD-001468,CUST-00285,REST-0164,Pune,Hinjewadi,Desserts,2025-11-29 21:25:00,DP-0190,49,35,1,458.21,37.86,68.73,24.92,78.52,0.0,2.8,Upi,1-3 months,0,App Campaign,Delivered,0.7,Heavy Rain,1,0,72.57,15.84,14,Medium,2025-11
ORD-000456,CUST-00805,REST-0171,Mumbai,Andheri,Chinese,2025-07-15 20:01:00,DP-0096,61,45,1,559.69,71.1,83.95,13.2,126.16,0.0,3.3,Wallet,New,0,Social Media,Delivered,7.7,Clear,0,0,126.51,22.6,16,Medium,2025-07
ORD-002450,CUST-00676,REST-0152,Kolkata,New Town,Pizza,2025-10-05 15:42:00,DP-0101,68,50,1,1006.2,61.78,50.31,22.19,211.59,0.0,3.6,Card,4-12 months,1,Paid Search,Delivered,5.7,Clear,1,0,245.25,24.37,18,Low,2025-10
ORD-002698,CUST-00220,REST-0028,Hyderabad,Gachibowli,South Indian,2025-10-21 08:48:00,DP-0279,50,35,1,169.31,58.98,16.93,13.84,34.37,0.0,3.6,Card,4-12 months,1,Referral,Delivered,5.8,Clear,0,0,90.26,53.31,15,Low,2025-10
ORD-000450,CUST-00252,REST-0034,Chennai,Omr,South Indian,2025-09-19 18:25:00,DP-0320,41,30,1,696.38,40.38,139.28,28.08,164.79,0.0,3.9,Cash,1-3 months,1,Organic,Delivered,3.3,Clear,0,0,93.97,13.49,11,High,2025-09
ORD-002237,CUST-00527,REST-0001,Pune,Kothrud,Pizza,2025-07-24 12:22:00,DP-0283,45,55,0,640.1,60.39,32.01,30.21,141.62,428.77,3.7,Wallet,12+ months,0,Social Media,Cancelled,5.6,Hot,0,0,-228.56,-35.71,0,Low,2025-07
ORD-001912,CUST-00491,REST-0126,Delhi Ncr,Gurugram,North Indian,2025-08-12 13:47:00,DP-0196,83,40,1,401.09,54.87,80.22,27.72,95.54,0.0,3.5,Cash,New,0,Social Media,Delivered,6.7,Rain,0,0,97.91,24.41,43,High,2025-08
ORD-001180,CUST-00716,REST-0165,Pune,Kothrud,Pizza,2025-07-08 21:46:00,DP-0059,39,55,0,450.15,63.7,45.02,26.61,82.96,0.0,4.5,Wallet,12+ months,1,Referral,Delivered,6.8,Clear,0,0,128.25,28.49,0,Medium,2025-07
ORD-000183,CUST-00775,REST-0165,Pune,Kothrud,Pizza,2025-10-30 19:22:00,DP-0050,53,35,1,524.23,35.98,0.0,9.84,112.32,192.83,2.9,Upi,1-3 months,0,Paid Search,Refunded,3.0,Rain,0,0,-34.69,-6.62,18,No Discount,2025-10
ORD-002961,CUST-00068,REST-0169,Mumbai,Bandra,Pizza,2025-07-29 22:53:00,DP-0059,65,45,1,900.58,65.26,135.09,8.39,198.48,0.0,3.6,Cash,12+ months,1,Referral,Delivered,8.5,Clear,0,0,137.04,15.22,20,Medium,2025-07
ORD-003086,CUST-00259,REST-0159,Hyderabad,Banjara Hills,Healthy,2025-08-22 12:20:00,DP-0261,47,40,1,363.59,40.3,18.18,29.76,63.28,0.0,3.8,Cash,1-3 months,1,Referral,Delivered,3.3,Clear,0,0,115.16,31.67,7,Low,2025-08
ORD-000932,CUST-00234,REST-0174,Bengaluru,Whitefield,Chinese,2025-08-25 12:47:00,DP-0075,55,40,1,403.57,43.02,40.36,17.97,90.91,0.0,3.5,Card,1-3 months,1,Paid Search,Delivered,4.5,Clear,0,0,111.54,27.64,15,Medium,2025-08
ORD-001138,CUST-00820,REST-0151,Mumbai,Powai,Pizza,2025-12-23 10:08:00,DP-0300,49,50,0,924.65,45.8,138.7,23.69,209.91,0.0,4.8,Card,1-3 months,1,App Campaign,Delivered,5.1,Clear,0,0,140.7,15.22,0,Medium,2025-12
ORD-002251,CUST-00583,REST-0073,Bengaluru,Indiranagar,Biryani,2025-10-13 16:39:00,DP-0067,69,30,1,652.71,62.18,130.54,34.01,145.37,0.0,2.7,Cash,1-3 months,0,Referral,Delivered,6.8,Clear,0,0,111.02,17.01,39,Medium,2025-10
ORD-001518,CUST-00702,REST-0015,Kolkata,Howrah,Chinese,2025-12-07 09:19:00,DP-0139,106,50,1,373.15,188.43,111.94,9.22,64.0,0.0,3.2,Wallet,New,0,Organic,Delivered,27.5,Clear,1,0,149.71,40.12,56,High,2025-12
ORD-001354,CUST-00828,REST-0112,Kolkata,Park Street,Cafe,2025-11-13 14:04:00,DP-0067,54,40,1,363.41,72.96,109.02,10.21,63.13,0.0,2.6,Wallet,New,0,Social Media,Delivered,9.3,Clear,0,0,37.28,10.26,14,High,2025-11
ORD-002143,CUST-00524,REST-0163,Delhi Ncr,Dwarka,South Indian,2025-12-07 12:08:00,DP-0018,43,40,1,724.68,54.31,36.23,21.15,151.09,0.0,4.4,Cash,12+ months,1,Social Media,Delivered,4.9,Hot,1,0,190.32,26.26,3,Low,2025-12
ORD-002008,CUST-00319,REST-0005,Pune,Koregaon Park,Biryani,2025-09-18 16:06:00,DP-0204,44,55,0,310.53,27.4,0.0,23.4,55.69,0.0,5.0,Cash,1-3 months,1,Paid Search,Delivered,0.9,Clear,0,0,106.49,34.29,0,No Discount,2025-09
ORD-001806,CUST-00791,REST-0084,Chennai,Omr,Healthy,2025-07-03 13:01:00,DP-0261,46,45,1,342.9,57.86,68.58,21.1,56.82,0.0,4.2,Cash,New,0,App Campaign,Delivered,5.5,Clear,0,0,67.2,19.6,1,High,2025-07
ORD-001248,CUST-00333,REST-0005,Pune,Kothrud,Biryani,2025-08-28 21:12:00,DP-0001,43,35,1,178.26,25.7,17.83,13.21,32.49,0.0,3.0,Upi,1-3 months,1,Paid Search,Delivered,0.7,Clear,0,0,53.57,30.05,8,Medium,2025-08
ORD-001642,CUST-00807,REST-0115,Delhi Ncr,Gurugram,Biryani,2025-09-09 15:15:00,DP-0082,57,35,1,202.4,52.44,30.36,10.31,39.38,0.0,3.8,Card,New,0,Paid Search,Delivered,4.3,Clear,0,0,71.77,35.46,22,Medium,2025-09
ORD-000290,CUST-00584,REST-0126,Chennai,Velachery,North Indian,2025-12-13 12:48:00,DP-0057,54,30,1,261.57,50.98,39.24,28.26,42.1,0.0,4.0,Upi,4-12 months,1,Organic,Delivered,5.9,Clear,1,1,82.1,31.39,24,Medium,2025-12
ORD-001421,CUST-00664,REST-0152,Hyderabad,Secunderabad,Pizza,2025-10-26 10:03:00,DP-0181,64,35,1,282.01,62.59,14.1,9.26,47.85,0.0,3.8,Card,1-3 months,0,Social Media,Delivered,5.9,Clear,1,0,105.6,37.45,29,Low,2025-10
ORD-002930,CUST-00285,REST-0026,Mumbai,Bandra,South Indian,2025-12-12 22:03:00,DP-0089,44,55,0,236.67,47.33,35.5,15.47,55.52,0.0,4.1,Upi,1-3 months,0,App Campaign,Delivered,4.9,Clear,0,0,82.82,34.99,0,Medium,2025-12
ORD-000422,CUST-00770,REST-0039,Kolkata,Howrah,Pizza,2025-08-21 12:45:00,DP-0031,70,40,1,394.06,70.72,39.41,16.41,92.15,0.0,4.7,Wallet,New,0,Social Media,Delivered,7.9,Clear,0,0,139.87,35.49,30,Medium,2025-08
ORD-000569,CUST-00792,REST-0175,Hyderabad,Gachibowli,South Indian,2025-08-27 08:07:00,DP-0187,43,45,0,391.88,43.48,39.19,13.38,88.82,0.0,4.3,Card,4-12 months,1,App Campaign,Delivered,4.3,Clear,0,0,106.49,27.17,0,Medium,2025-08
ORD-000134,CUST-00624,REST-0082,Hyderabad,Gachibowli,Pizza,2025-08-03 18:29:00,DP-0006,48,35,1,502.55,39.25,75.38,19.18,93.83,0.0,3.7,Card,1-3 months,0,Referral,Delivered,0.7,Heavy Rain,1,0,76.88,15.3,13,Medium,2025-08
ORD-002409,CUST-00506,REST-0138,Kolkata,Park Street,Desserts,2025-10-08 18:53:00,DP-0056,57,55,1,444.06,66.4,66.61,32.43,91.53,338.64,2.8,Card,1-3 months,0,App Campaign,Refunded,7.4,Rain,0,0,-214.89,-48.39,2,Medium,2025-10
ORD-000761,CUST-00512,REST-0087,Bengaluru,Whitefield,Cafe,2025-10-20 22:30:00,DP-0039,90,35,1,635.52,76.16,63.55,12.87,137.59,0.0,3.3,Wallet,New,1,Paid Search,Delivered,8.1,Clear,0,1,163.07,25.66,55,Low,2025-10
ORD-003007,CUST-00212,REST-0066,Hyderabad,Banjara Hills,Cafe,2025-11-30 08:27:00,DP-0319,50,30,1,574.02,55.93,28.7,34.44,131.86,0.0,4.0,Upi,1-3 months,0,Referral,Delivered,7.4,Clear,1,0,193.53,33.71,20,Low,2025-11
ORD-002425,CUST-00722,REST-0180,Hyderabad,Banjara Hills,Desserts,2025-12-23 08:17:00,DP-0152,55,40,1,411.93,45.74,82.39,21.87,70.54,0.0,3.4,Card,4-12 months,1,Referral,Delivered,4.7,Clear,0,0,55.76,13.54,15,High,2025-12
ORD-001898,CUST-00146,REST-0076,Mumbai,Bandra,Healthy,2025-08-01 13:44:00,DP-0029,62,30,1,321.67,49.28,64.33,32.19,68.68,0.0,3.8,Cash,New,1,Paid Search,Delivered,5.3,Rain,0,0,85.82,26.68,32,Medium,2025-08
ORD-002379,CUST-00709,REST-0113,Chennai,Omr,Desserts,2025-11-29 20:13:00,DP-0060,44,45,0,755.99,43.77,0.0,13.8,166.47,0.0,4.7,Card,1-3 months,1,Referral,Delivered,3.4,Hot,1,0,224.04,29.64,0,No Discount,2025-11
ORD-000325,CUST-00302,REST-0049,Bengaluru,Koramangala,North Indian,2025-11-13 18:22:00,DP-0148,44,50,0,320.43,33.93,48.06,13.94,72.39,0.0,3.9,Cash,New,1,Paid Search,Delivered,2.1,Clear,0,0,72.2,22.53,0,Medium,2025-11
ORD-002026,CUST-00142,REST-0070,Hyderabad,Banjara Hills,Chinese,2025-12-22 19:21:00,DP-0212,50,35,1,641.73,33.13,96.26,11.45,142.49,0.0,3.4,Wallet,New,1,Referral,Delivered,2.1,Rain,0,0,90.81,14.15,15,Medium,2025-12
ORD-000866,CUST-00189,REST-0083,Bengaluru,Whitefield,North Indian,2025-11-26 22:11:00,DP-0041,56,35,1,479.44,65.19,71.92,8.31,91.88,0.0,3.3,Upi,New,0,Social Media,Delivered,6.0,Cloudy,0,0,93.46,19.49,21,Medium,2025-11
ORD-002849,CUST-00075,REST-0053,Chennai,Anna Nagar,Healthy,2025-10-30 19:22:00,DP-0193,39,35,1,176.12,52.13,17.61,31.75,32.4,0.0,4.1,Wallet,New,0,Referral,Delivered,4.1,Clear,0,0,98.67,56.02,4,Low,2025-10
ORD-001598,CUST-00017,REST-0030,Mumbai,Bandra,Cafe,2025-08-25 14:33:00,DP-0061,48,55,0,433.43,58.01,43.34,33.58,95.44,0.0,4.2,Card,New,0,Referral,Delivered,5.9,Clear,0,0,143.69,33.15,0,Low,2025-08
ORD-000519,CUST-00141,REST-0135,Hyderabad,Hitech City,Cafe,2025-10-01 09:56:00,DP-0283,62,40,1,287.06,52.01,43.06,31.2,64.57,0.0,3.0,Cash,New,0,Social Media,Delivered,4.9,Clear,0,0,104.72,36.48,22,Medium,2025-10
ORD-002608,CUST-00239,REST-0022,Hyderabad,Gachibowli,Pizza,2025-08-11 17:38:00,DP-0088,70,55,1,622.34,59.54,31.12,32.26,136.69,0.0,5.0,Wallet,1-3 months,0,App Campaign,Delivered,5.4,Heavy Rain,0,0,197.37,31.71,15,Low,2025-08
ORD-001630,CUST-00346,REST-0145,Hyderabad,Hitech City,Biryani,2025-11-22 21:30:00,DP-0270,78,30,1,332.1,95.84,33.21,27.82,67.52,0.0,3.3,Cash,12+ months,1,Paid Search,Delivered,10.3,Cloudy,1,0,157.97,47.57,48,Low,2025-11
ORD-000078,CUST-00014,REST-0065,Pune,Viman Nagar,Cafe,2025-08-27 18:48:00,DP-0285,42,35,1,575.6,39.71,57.56,12.69,115.76,0.0,4.0,Cash,1-3 months,0,Paid Search,Delivered,3.5,Hot,0,0,110.6,19.21,7,Medium,2025-08
ORD-002457,CUST-00477,REST-0031,Kolkata,Salt Lake,Biryani,2025-12-24 13:23:00,DP-0067,51,50,1,424.74,48.47,0.0,14.22,92.25,0.0,4.5,Wallet,12+ months,1,Organic,Delivered,5.3,Clear,0,0,154.94,36.48,1,No Discount,2025-12
ORD-001124,CUST-00153,REST-0016,Mumbai,Andheri,Biryani,2025-12-18 10:18:00,DP-0089,70,35,1,471.87,86.7,47.19,10.47,81.86,337.22,3.2,Card,New,0,App Campaign,Refunded,9.7,Hot,0,0,-205.38,-43.52,35,Medium,2025-12
ORD-001115,CUST-00094,REST-0043,Chennai,Velachery,Pizza,2025-07-05 11:32:00,DP-0248,61,45,1,290.09,60.44,58.02,11.89,57.15,0.0,4.1,Wallet,New,1,Organic,Delivered,7.6,Clear,1,0,71.46,24.63,16,High,2025-07
ORD-001026,CUST-00069,REST-0102,Kolkata,Howrah,Pizza,2025-12-06 10:20:00,DP-0274,60,30,1,405.75,61.42,20.29,30.28,72.38,0.0,4.1,Cash,12+ months,1,App Campaign,Delivered,7.4,Clear,1,0,143.79,35.44,30,Low,2025-12
ORD-001103,CUST-00276,REST-0166,Mumbai,Powai,Desserts,2025-12-11 11:55:00,DP-0058,45,35,1,364.75,38.34,18.24,24.62,80.01,0.0,3.9,Wallet,4-12 months,1,Organic,Delivered,2.5,Clear,0,0,124.73,34.2,10,Low,2025-12
ORD-002797,CUST-00536,REST-0070,Hyderabad,Secunderabad,Chinese,2025-08-07 16:00:00,DP-0269,43,40,1,1647.81,40.9,247.17,9.42,329.2,0.0,4.1,Cash,4-12 months,1,Referral,Delivered,2.6,Hot,0,0,132.35,8.03,3,Medium,2025-08
ORD-003186,CUST-00695,REST-0100,Chennai,Anna Nagar,Healthy,2025-09-26 09:27:00,DP-0168,28,30,0,301.51,48.97,60.3,24.77,68.22,0.0,4.2,Wallet,New,1,Organic,Delivered,4.0,Clear,0,0,81.66,27.08,0,Medium,2025-09
ORD-001535,CUST-00353,REST-0010,Delhi Ncr,Gurugram,Pizza,2025-09-28 15:17:00,DP-0143,55,55,0,271.65,35.33,0.0,28.81,49.98,0.0,5.0,Cash,1-3 months,0,App Campaign,Delivered,2.6,Clear,1,0,114.12,42.01,0,No Discount,2025-09
ORD-000255,CUST-00779,REST-0040,Delhi Ncr,Dwarka,South Indian,2025-07-06 21:00:00,DP-0007,49,45,1,416.11,63.63,41.61,24.36,68.97,0.0,3.4,Cash,1-3 months,1,Organic,Delivered,7.4,Clear,1,0,115.35,27.72,4,Low,2025-07
ORD-002495,CUST-00436,REST-0029,Pune,Viman Nagar,Desserts,2025-10-01 16:39:00,DP-0275,66,40,1,326.11,61.19,16.31,20.17,66.29,0.0,2.9,Card,4-12 months,0,Paid Search,Delivered,8.4,Clear,0,0,131.34,40.27,26,Low,2025-10
ORD-000139,CUST-00592,REST-0080,Hyderabad,Banjara Hills,Biryani,2025-09-21 11:25:00,DP-0174,66,50,1,306.66,51.51,30.67,15.32,72.21,0.0,3.4,Wallet,4-12 months,1,Social Media,Delivered,4.8,Rain,1,0,108.37,35.34,16,Medium,2025-09
ORD-000610,CUST-00010,REST-0178,Bengaluru,Electronic City,Biryani,2025-08-11 22:36:00,DP-0258,57,45,1,685.2,50.87,0.0,10.13,125.03,112.79,3.4,Cash,1-3 months,0,Social Media,Refunded,6.3,Clear,0,0,73.24,10.69,12,No Discount,2025-08
ORD-002032,CUST-00270,REST-0120,Pune,Hinjewadi,Desserts,2025-08-01 16:18:00,DP-0123,48,55,0,342.08,57.55,51.31,12.94,80.68,0.0,3.7,Cash,1-3 months,1,Referral,Delivered,5.2,Clear,0,0,99.86,29.19,0,Medium,2025-08
ORD-000239,CUST-00436,REST-0097,Chennai,Anna Nagar,North Indian,2025-09-04 17:23:00,DP-0257,42,40,1,388.9,49.8,58.33,18.32,67.81,0.0,3.4,Upi,4-12 months,1,Paid Search,Delivered,5.1,Clear,0,0,77.6,19.95,2,Medium,2025-09
ORD-002129,CUST-00135,REST-0042,Mumbai,Lower Parel,Pizza,2025-08-16 16:16:00,DP-0237,48,55,0,622.52,59.64,124.5,13.98,102.98,0.0,4.6,Wallet,New,1,App Campaign,Delivered,5.7,Cloudy,1,0,52.1,8.37,0,Medium,2025-08
ORD-002476,CUST-00220,REST-0063,Delhi Ncr,Noida,Chinese,2025-11-11 17:07:00,DP-0050,55,50,1,209.02,84.8,0.0,31.97,50.02,0.0,3.5,Wallet,4-12 months,1,Referral,Delivered,10.2,Hot,0,0,166.79,79.8,5,No Discount,2025-11
ORD-001314,CUST-00144,REST-0068,Chennai,Anna Nagar,Cafe,2025-08-21 09:28:00,DP-0204,53,40,1,374.1,31.48,74.82,25.36,74.51,0.0,3.3,Upi,New,0,App Campaign,Delivered,1.6,Clear,0,1,56.53,15.11,13,Medium,2025-08
ORD-002296,CUST-00433,REST-0105,Kolkata,Salt Lake,Cafe,2025-08-17 11:48:00,DP-0267,66,30,1,459.79,54.35,0.0,10.0,79.27,0.0,4.2,Upi,4-12 months,1,Organic,Delivered,4.9,Rain,1,0,143.62,31.24,36,No Discount,2025-08
ORD-002403,CUST-00340,REST-0134,Hyderabad,Banjara Hills,North Indian,2025-10-06 11:32:00,DP-0045,52,45,1,762.04,56.78,76.2,15.6,130.52,0.0,3.9,Upi,4-12 months,0,Social Media,Delivered,5.3,Cloudy,0,0,126.7,16.63,7,Low,2025-10
ORD-001541,CUST-00293,REST-0006,Bengaluru,Indiranagar,Desserts,2025-10-26 21:45:00,DP-0190,67,35,1,214.92,69.48,10.75,10.69,45.05,0.0,3.6,Card,4-12 months,0,Paid Search,Delivered,7.8,Cloudy,1,0,114.47,53.26,32,Low,2025-10
ORD-000189,CUST-00020,REST-0161,Delhi Ncr,Noida,Biryani,2025-11-25 16:31:00,DP-0033,56,50,1,883.19,65.88,44.16,20.49,158.29,0.0,3.8,Card,New,0,Social Media,Delivered,8.6,Clear,0,0,200.5,22.7,6,Low,2025-11
ORD-003058,CUST-00003,REST-0002,Mumbai,Andheri,Desserts,2025-12-02 12:18:00,DP-0024,51,35,1,520.44,26.36,104.09,23.31,105.32,0.0,3.4,Upi,New,0,Organic,Delivered,0.7,Clear,0,0,50.9,9.78,16,High,2025-12
ORD-000387,CUST-00203,REST-0132,Bengaluru,Electronic City,Chinese,2025-10-20 08:49:00,DP-0058,56,45,1,372.36,42.57,74.47,15.22,68.31,0.0,3.3,Cash,New,1,Organic,Delivered,4.5,Clear,0,1,51.63,13.87,11,Medium,2025-10
ORD-003082,CUST-00588,REST-0180,Hyderabad,Secunderabad,Desserts,2025-07-21 20:41:00,DP-0094,71,55,1,748.75,49.6,37.44,27.77,168.26,383.92,3.5,Cash,1-3 months,1,Organic,Cancelled,4.0,Rain,0,0,-175.73,-23.47,16,Low,2025-07
ORD-001283,CUST-00580,REST-0100,Chennai,Velachery,Healthy,2025-07-09 13:13:00,DP-0195,122,45,1,322.33,175.98,64.47,24.03,71.82,0.0,2.6,Upi,New,0,Organic,Delivered,23.7,Heavy Rain,0,0,207.36,64.33,77,High,2025-07
ORD-002577,CUST-00722,REST-0017,Bengaluru,Koramangala,Desserts,2025-08-28 13:43:00,DP-0078,78,30,1,600.0,88.05,30.0,18.58,133.54,0.0,4.8,Cash,4-12 months,0,Referral,Delivered,9.2,Cloudy,0,0,210.17,35.03,48,Low,2025-08
ORD-001614,CUST-00572,REST-0170,Chennai,Anna Nagar,South Indian,2025-09-08 11:34:00,DP-0263,68,50,1,520.55,95.1,104.11,10.05,121.69,0.0,3.3,Cash,4-12 months,1,App Campaign,Delivered,11.0,Clear,0,0,122.73,23.58,18,High,2025-09
ORD-002843,CUST-00658,REST-0105,Kolkata,Howrah,Cafe,2025-11-09 18:11:00,DP-0165,64,30,1,223.53,63.0,11.18,33.66,39.81,167.41,2.1,Cash,4-12 months,0,Paid Search,Cancelled,5.1,Heavy Rain,1,0,-42.12,-18.84,34,Low,2025-11
ORD-001220,CUST-00045,REST-0042,Mumbai,Andheri,Pizza,2025-07-09 18:25:00,DP-0273,64,30,1,844.83,58.17,168.97,25.18,170.23,672.48,3.1,Card,1-3 months,1,Social Media,Cancelled,5.9,Clear,0,0,-587.87,-69.58,34,High,2025-07
ORD-001402,CUST-00167,REST-0148,Chennai,T Nagar,Pizza,2025-12-10 08:01:00,DP-0103,44,55,0,292.92,41.0,14.65,8.47,49.3,0.0,3.9,Upi,New,0,Social Media,Delivered,3.3,Clear,0,0,84.12,28.72,0,Low,2025-12
ORD-001217,CUST-00711,REST-0161,Delhi Ncr,Gurugram,Biryani,2025-11-05 18:52:00,DP-0213,65,40,1,520.73,72.15,78.11,19.45,106.57,130.33,2.0,Wallet,4-12 months,0,Organic,Cancelled,6.8,Clear,0,0,-10.27,-1.97,25,Medium,2025-11
ORD-000289,CUST-00181,REST-0066,Hyderabad,Hitech City,Cafe,2025-12-24 14:31:00,DP-0091,68,55,1,262.55,47.98,0.0,27.61,49.75,0.0,4.0,Card,12+ months,1,Paid Search,Delivered,5.0,Clear,0,0,125.34,47.74,13,No Discount,2025-12
ORD-002429,CUST-00740,REST-0174,Bengaluru,Electronic City,Chinese,2025-08-08 14:17:00,DP-0261,48,40,1,257.21,57.78,12.86,16.52,50.68,0.0,3.4,Wallet,4-12 months,1,Organic,Delivered,6.3,Cloudy,0,0,112.12,43.59,8,Low,2025-08
ORD-002671,CUST-00770,REST-0145,Hyderabad,Secunderabad,Biryani,2025-08-24 10:02:00,DP-0172,48,40,1,568.03,60.97,113.61,23.35,120.89,0.0,4.9,Wallet,New,1,Social Media,Delivered,5.2,Clear,1,0,91.6,16.13,8,High,2025-08
ORD-000137,CUST-00802,REST-0079,Mumbai,Powai,Cafe,2025-07-09 12:38:00,DP-0269,43,30,1,580.74,47.34,87.11,19.98,94.08,0.0,3.3,Cash,12+ months,0,Social Media,Delivered,3.5,Clear,0,0,74.29,12.79,13,Medium,2025-07
ORD-002885,CUST-00514,REST-0104,Hyderabad,Hitech City,South Indian,2025-09-06 10:52:00,DP-0090,67,55,1,608.74,35.11,30.44,24.88,120.42,0.0,4.0,Card,4-12 months,1,Organic,Delivered,1.8,Rain,1,0,149.97,24.64,12,Low,2025-09
ORD-000855,CUST-00383,REST-0176,Pune,Koregaon Park,Cafe,2025-08-08 14:06:00,DP-0271,61,55,1,395.42,43.8,0.0,16.7,70.98,0.0,3.5,Cash,1-3 months,1,Organic,Delivered,4.8,Clear,0,0,131.48,33.25,6,No Discount,2025-08
ORD-002199,CUST-00813,REST-0120,Pune,Viman Nagar,Desserts,2025-07-23 19:46:00,DP-0033,45,35,1,414.83,38.14,62.22,29.41,84.49,0.0,4.5,Upi,1-3 months,0,Organic,Delivered,2.7,Clear,0,0,89.82,21.65,10,Medium,2025-07
ORD-001838,CUST-00015,REST-0049,Bengaluru,Whitefield,North Indian,2025-07-27 20:19:00,DP-0118,42,55,0,419.02,61.13,0.0,13.64,67.25,0.0,3.2,Wallet,12+ months,0,Referral,Delivered,5.3,Clear,1,0,142.02,33.89,0,No Discount,2025-07
ORD-002529,CUST-00480,REST-0098,Delhi Ncr,Saket,Chinese,2025-10-24 19:24:00,DP-0148,51,35,1,488.04,58.31,146.41,22.1,87.24,0.0,3.6,Wallet,1-3 months,1,Referral,Delivered,5.4,Cloudy,0,0,21.24,4.35,16,High,2025-10
ORD-002285,CUST-00837,REST-0046,Mumbai,Lower Parel,Biryani,2025-07-19 11:35:00,DP-0189,63,30,1,301.55,70.19,60.31,15.61,65.57,0.0,3.6,Card,New,0,Organic,Delivered,5.7,Heavy Rain,1,0,91.06,30.2,33,High,2025-07
ORD-001078,CUST-00298,REST-0085,Mumbai,Andheri,Desserts,2025-09-23 20:26:00,DP-0213,73,50,1,271.96,62.9,13.6,8.49,56.78,0.0,3.7,Upi,12+ months,1,Organic,Delivered,7.5,Rain,0,0,114.57,42.13,23,Low,2025-09
ORD-003100,CUST-00596,REST-0025,Kolkata,Salt Lake,Healthy,2025-08-18 10:13:00,DP-0057,47,50,0,344.85,60.03,34.49,12.07,80.08,0.0,3.6,Wallet,4-12 months,0,App Campaign,Delivered,5.1,Clear,0,0,117.69,34.13,0,Medium,2025-08
ORD-003075,CUST-00752,REST-0087,Bengaluru,Koramangala,Cafe,2025-08-03 09:42:00,DP-0315,93,55,1,613.09,65.11,61.31,28.16,108.78,194.48,2.4,Cash,12+ months,1,Paid Search,Cancelled,8.6,Rain,1,0,-53.74,-8.77,38,Medium,2025-08
ORD-002479,CUST-00237,REST-0020,Chennai,Velachery,Biryani,2025-08-13 20:41:00,DP-0071,35,50,0,452.74,39.69,0.0,19.22,76.32,0.0,4.1,Wallet,4-12 months,0,Paid Search,Delivered,3.4,Clear,0,0,135.23,29.87,0,No Discount,2025-08
ORD-002969,CUST-00681,REST-0074,Delhi Ncr,Gurugram,North Indian,2025-07-19 11:21:00,DP-0151,46,35,1,420.06,55.84,0.0,26.7,92.0,0.0,4.5,Cash,4-12 months,0,Organic,Delivered,6.4,Hot,1,0,174.54,41.55,11,No Discount,2025-07
ORD-002973,CUST-00513,REST-0180,Hyderabad,Banjara Hills,Desserts,2025-12-08 10:44:00,DP-0188,32,35,0,179.8,26.92,8.99,18.6,35.27,0.0,3.4,Upi,4-12 months,1,Paid Search,Delivered,0.7,Clear,0,0,71.8,39.93,0,Low,2025-12
